id,age,status,gender,drinks,drugs,education,ethnicity,income,last_online,location,offspring,smokes,city,country,age_group,state,messages_sent,profile_completion,account_age,preferred_age_range,relationship_intent,work_industry,self_rated_attractiveness
32927,29,single,m,rarely,never,graduated from college/university,white,100000,29/06/2012,"san francisco, california","doesn't have kids, but wants them",no,, california,25-34,california,471,85,7,24-34,Casual,Education,10
32928,33,single,m,socially,,graduated from college/university,,-1,30/06/2012,"san francisco, california",,no,, california,25-34,california,303,75,9,28-38,Casual,Finance,3
32929,38,single,f,,never,graduated from college/university,other,-1,26/05/2012,"oakland, california",,,, california,35-44,california,304,86,5,33-43,Serious,Retail,3
32930,47,single,m,often,never,working on masters program,white,-1,22/06/2012,"san francisco, california",,no,, california,45-54,california,344,64,4,42-52,Marriage,Other,4
32931,28,single,f,socially,sometimes,graduated from college/university,white,-1,19/03/2012,"san francisco, california","doesn't have kids, but might want them",no,, california,25-34,california,129,83,5,23-33,Serious,Other,5
32932,45,single,m,socially,never,dropped out of college/university,white,-1,28/06/2012,"san francisco, california",has kids,no,, california,45-54,california,216,70,7,40-50,Serious,Tech,2
32933,28,single,m,socially,,graduated from college/university,white,-1,30/06/2012,"san francisco, california",,trying to quit,, california,25-34,california,13,72,4,23-33,Casual,Education,9
32934,50,single,f,socially,never,graduated from college/university,hispani,-1,30/06/2012,"san francisco, california",doesn't have kids,no,, california,45-54,california,358,58,9,45-55,Marriage,Finance,1
32935,25,single,m,socially,never,working on college/university,"hispani,white",-1,30/06/2012,"san francisco, california",,,, california,25-34,california,376,89,6,20-30,Serious,Tech,2
32936,33,single,f,socially,,graduated from college/university,white,-1,27/06/2012,"san francisco, california",doesn't have kids,sometimes,, california,25-34,california,242,75,3,28-38,Casual,Retail,10
32937,31,single,m,socially,,graduated from college/university,white,20000,29/05/2012,"oakland, california",doesn't have kids,sometimes,, california,25-34,california,480,92,2,26-36,Marriage,Finance,9
32938,20,single,m,,,working on college/university,,-1,29/06/2012,"san rafael, california",,no,, california,18-24,california,144,71,4,18-25,Marriage,Retail,8
32939,41,single,m,rarely,never,graduated from masters program,white,-1,30/06/2012,"san leandro, california",doesn't have kids,no,, california,35-44,california,378,62,9,36-46,Marriage,Healthcare,5
32940,28,single,m,socially,sometimes,graduated from two-year college,white,-1,19/06/2012,"berkeley, california","doesn't have kids, but might want them",sometimes,, california,25-34,california,414,74,2,23-33,Serious,Retail,1
32941,32,available,m,socially,,working on college/university,"nativeamerican,white",-1,29/06/2012,"walnut creek, california",doesn't have kids,no,, california,25-34,california,393,56,3,27-37,Marriage,Other,1
32942,26,single,f,socially,,,white,-1,29/06/2012,"hayward, california","doesn't have kids, but wants them",when drinking,, california,25-34,california,325,100,3,21-31,Casual,Other,2
32943,36,single,m,socially,never,graduated from college/university,white,-1,25/06/2012,"san francisco, california",,no,, california,35-44,california,102,76,5,31-41,Serious,Retail,9
32944,34,single,f,socially,sometimes,graduated from college/university,white,-1,30/06/2012,"south san francisco, california","doesn't have kids, but wants them",no,, california,35-44,california,216,64,5,29-39,Casual,Healthcare,6
32945,33,single,m,socially,sometimes,,hispani,-1,30/06/2012,"san francisco, california","doesn't have kids, but wants them",no,, california,25-34,california,357,61,7,28-38,Casual,Healthcare,8
32946,33,available,f,socially,never,graduated from high school,other,-1,28/06/2012,"san francisco, california","doesn't have kids, but might want them",no,, california,25-34,california,420,94,1,28-38,Serious,Tech,9
32947,39,single,m,socially,,graduated from college/university,,100000,30/06/2012,"san francisco, california","doesn't have kids, but wants them",no,, california,35-44,california,63,82,2,34-44,Marriage,Other,5
32948,27,single,m,socially,never,graduated from college/university,asian,-1,28/11/2011,"san bruno, california",,no,, california,25-34,california,157,70,5,22-32,Serious,Other,4
32949,34,single,f,socially,never,graduated from masters program,white,-1,30/06/2012,"san carlos, california",,trying to quit,, california,35-44,california,161,74,5,29-39,Casual,Education,1
32950,38,single,m,,never,graduated from college/university,white,-1,08/06/2012,"san francisco, california",has a kid,no,, california,35-44,california,17,89,7,33-43,Serious,Healthcare,4
32951,27,single,f,rarely,,graduated from space camp,,1000000,29/06/2012,"san francisco, california",,sometimes,, california,25-34,california,215,96,7,22-32,Casual,Other,8
32952,48,single,m,socially,never,graduated from college/university,white,80000,30/06/2012,"san francisco, california","has a kid, and might want more",no,, california,45-54,california,318,71,3,43-53,Marriage,Healthcare,7
32953,53,single,m,often,never,graduated from college/university,white,-1,27/06/2012,"san francisco, california",doesn't want kids,no,, california,45-54,california,48,63,4,48-58,Serious,Tech,8
32954,54,single,m,not at all,never,working on two-year college,black,20000,06/07/2011,"berkeley, california",,no,, california,55-64,california,55,57,2,49-59,Serious,Healthcare,3
32955,23,single,m,socially,never,graduated from high school,hispani,20000,21/11/2011,"san francisco, california",,sometimes,, california,18-24,california,346,73,2,18-28,Serious,Other,1
32956,27,available,m,often,,graduated from high school,black,20000,30/06/2012,"emeryville, california",,no,, california,25-34,california,57,52,3,22-32,Marriage,Other,2
32957,40,single,f,socially,never,graduated from college/university,asian,-1,30/06/2012,"san francisco, california","doesn't have kids, but wants them",no,, california,35-44,california,154,61,7,35-45,Serious,Retail,7
32958,41,single,m,rarely,never,graduated from masters program,"asian,pacificislander",-1,15/06/2012,"oakland, california",,no,, california,35-44,california,54,96,6,36-46,Casual,Tech,10
32959,29,single,f,socially,never,graduated from college/university,white,-1,05/06/2012,"san francisco, california","doesn't have kids, but wants them",no,, california,25-34,california,486,71,1,24-34,Serious,Healthcare,7
32960,24,single,m,socially,never,graduated from college/university,pacificislander,-1,29/06/2012,"san francisco, california",,no,, california,25-34,california,340,65,9,19-29,Serious,Education,10
32961,45,single,f,socially,never,,hispani,-1,01/06/2012,"san francisco, california",has kids,no,, california,45-54,california,18,56,1,40-50,Marriage,Tech,1
32962,23,single,f,socially,never,graduated from space camp,"hispani,white",-1,30/06/2012,"san carlos, california",,when drinking,, california,18-24,california,486,67,7,18-28,Marriage,Other,5
32963,41,single,m,socially,never,,"hispani,white",100000,30/06/2012,"san francisco, california",,no,, california,35-44,california,150,94,8,36-46,Casual,Healthcare,7
32964,48,single,f,socially,never,graduated from masters program,asian,-1,26/06/2012,"san francisco, california",,no,, california,45-54,california,358,72,6,43-53,Casual,Education,8
32965,26,single,f,socially,,graduated from college/university,white,-1,28/06/2012,"san francisco, california",,no,, california,25-34,california,367,75,1,21-31,Serious,Retail,3
32966,27,single,m,socially,,graduated from masters program,white,20000,30/06/2012,"san francisco, california","doesn't have kids, but might want them",,, california,25-34,california,107,87,2,22-32,Casual,Retail,8
32967,53,single,m,socially,never,,white,-1,29/06/2012,"walnut creek, california",doesn't have kids,no,, california,45-54,california,46,51,7,48-58,Serious,Healthcare,4
32968,30,seeing someone,m,very often,,graduated from college/university,white,-1,26/06/2012,"san francisco, california",,no,, california,25-34,california,206,51,5,25-35,Marriage,Tech,8
32969,58,single,f,socially,never,graduated from ph.d program,white,-1,30/06/2012,"san francisco, california",,no,, california,55-64,california,362,71,9,53-63,Casual,Education,10
32970,46,single,m,socially,,graduated from masters program,white,-1,25/06/2012,"san francisco, california",,no,, california,45-54,california,449,100,8,41-51,Casual,Education,10
32971,31,single,f,socially,sometimes,graduated from masters program,white,-1,22/06/2012,"san francisco, california",,no,, california,25-34,california,482,87,4,26-36,Casual,Tech,1
32972,28,single,m,socially,never,college/university,,70000,29/06/2012,"san francisco, california","doesn't have kids, but might want them",trying to quit,, california,25-34,california,434,91,5,23-33,Marriage,Other,9
32973,35,single,m,socially,never,graduated from masters program,white,-1,19/04/2012,"san francisco, california",,no,, california,35-44,california,339,77,3,30-40,Casual,Healthcare,2
32974,24,single,f,rarely,never,,,30000,16/07/2011,"san rafael, california",,no,, california,25-34,california,411,66,2,19-29,Casual,Tech,6
32975,26,single,m,socially,never,graduated from college/university,hispani,-1,30/06/2012,"alameda, california",,no,, california,25-34,california,127,100,5,21-31,Casual,Retail,9
32976,37,single,m,socially,never,graduated from college/university,"pacificislander,white",-1,30/06/2012,"oakland, california",,no,, california,35-44,california,184,97,4,32-42,Casual,Education,9
32977,43,single,m,socially,never,graduated from college/university,hispani,-1,29/06/2012,"alameda, california",,no,, california,35-44,california,57,67,7,38-48,Serious,Tech,9
32978,38,single,f,socially,sometimes,graduated from college/university,white,-1,30/06/2012,"oakland, california",,no,, california,35-44,california,142,100,1,33-43,Marriage,Retail,3
32979,28,single,m,socially,never,graduated from masters program,white,-1,24/06/2012,"san francisco, california",,no,, california,25-34,california,399,51,6,23-33,Casual,Retail,7
32980,24,single,m,often,never,graduated from college/university,white,20000,14/05/2012,"san francisco, california",,no,, california,25-34,california,96,84,9,19-29,Casual,Healthcare,5
32982,30,single,m,socially,never,graduated from college/university,white,-1,27/11/2011,"san francisco, california",,no,, california,25-34,california,190,64,9,25-35,Casual,Education,3
32983,34,single,m,socially,,graduated from college/university,white,-1,21/06/2012,"menlo park, california",,no,, california,35-44,california,139,93,2,29-39,Marriage,Tech,6
32984,25,single,m,often,sometimes,law school,,-1,13/05/2012,"san francisco, california",,sometimes,, california,25-34,california,102,94,8,20-30,Serious,Tech,10
32985,40,single,m,socially,,,white,-1,06/06/2012,"san francisco, california",,trying to quit,, california,35-44,california,230,83,9,35-45,Casual,Healthcare,8
32986,38,single,m,socially,never,graduated from masters program,asian,-1,28/06/2012,"san francisco, california",,no,, california,35-44,california,426,99,3,33-43,Casual,Healthcare,4
32987,29,single,m,socially,,graduated from college/university,white,-1,28/06/2012,"san francisco, california","doesn't have kids, but wants them",no,, california,25-34,california,339,64,6,24-34,Marriage,Tech,1
32988,31,single,m,very often,sometimes,graduated from college/university,"hispani,white",40000,30/06/2012,"oakland, california",,no,, california,25-34,california,412,67,5,26-36,Marriage,Other,6
32989,41,single,m,socially,never,graduated from masters program,white,70000,30/06/2012,"san mateo, california","doesn't have kids, and doesn't want any",no,, california,35-44,california,490,62,6,36-46,Casual,Tech,8
32990,37,single,f,not at all,never,graduated from college/university,white,-1,30/06/2012,"san francisco, california",doesn't want kids,no,, california,35-44,california,48,87,9,32-42,Serious,Education,9
